sales_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_ons_Purchased,Add_on_Total
628,1566,26,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2023-12-02,Overnight,Impulse Item,13.12
629,1566,26,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2023-12-16,Express,"Accessory,Extended Warranty,Impulse Item",70.89
630,1566,26,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-03-27,Standard,"Impulse Item,Extended Warranty,Extended Warranty",50.99
631,1568,35,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-10-27,Standard,,0
632,1568,35,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-13,Standard,"Impulse Item,Extended Warranty,Impulse Item",99.56
633,1568,35,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-06-13,Express,"Accessory,Impulse Item",30
634,1570,31,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-11-19,Overnight,"Impulse Item,Accessory,Accessory",90.36
635,1571,51,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-18,Overnight,,0
636,1571,51,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-01-05,Overnight,,0
637,1571,51,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-01-06,Overnight,"Impulse Item,Impulse Item",38.35
638,1574,31,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-04-01,Standard,,0
639,1574,31,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-09-10,Express,"Impulse Item,Accessory",67.21
640,1576,78,Male,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-02-20,Overnight,"Accessory,Impulse Item,Accessory",85.81
641,1577,23,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,2023-11-17,Standard,"Extended Warranty,Impulse Item",29.69
642,1577,23,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-07-29,Standard,Impulse Item,25.86
643,1578,43,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-03-29,Standard,Impulse Item,15.1
644,1578,43,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-04-23,Express,Extended Warranty,24.25
645,1578,43,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-07-17,Overnight,,0
646,1579,67,Male,Yes,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-02-08,Overnight,,0
647,1581,32,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,2024-01-18,Express,"Impulse Item,Extended Warranty",56.45
648,1584,74,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-06-18,Express,"Extended Warranty,Accessory,Extended Warranty",80.84
649,1585,44,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2024-03-24,Express,"Extended Warranty,Extended Warranty,Impulse Item",99.6
650,1585,44,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-05-19,Standard,,0
651,1585,44,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-07-22,Express,,0
652,1586,69,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-28,Express,,0
653,1587,32,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2023-10-27,Express,Impulse Item,16.2
654,1587,32,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-03-23,Standard,"Extended Warranty,Accessory",54.21
655,1587,32,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-06-13,Standard,,0
656,1587,32,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-07-31,Express,Impulse Item,29.02
657,1589,34,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-02-21,Express,,0
658,1589,34,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-06-08,Standard,"Impulse Item,Accessory",56.16
659,1590,47,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2023-11-02,Express,"Impulse Item,Impulse Item,Extended Warranty",40.27
660,1590,47,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-07-15,Standard,Impulse Item,48.65
661,1591,24,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-12-05,Standard,,0
662,1591,24,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-02-13,Express,Impulse Item,18.56
663,1592,39,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2023-10-01,Overnight,Impulse Item,8.31
664,1592,39,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,2024-04-07,Overnight,Impulse Item,41.3
665,1593,31,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2023-10-22,Overnight,"Extended Warranty,Accessory",41.4
666,1595,60,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-08-11,Overnight,,0
667,1597,80,Male,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-04-26,Standard,"Extended Warranty,Impulse Item,Extended Warranty",49.12
668,1597,80,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-05-09,Overnight,"Accessory,Impulse Item,Impulse Item",101.79
669,1599,79,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2023-11-17,Overnight,"Accessory,Accessory,Impulse Item",101.22
670,1601,40,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-04-04,Standard,,0
671,1601,40,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-09-18,Standard,,0
672,1602,23,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-09-11,Standard,Extended Warranty,36.33
673,1603,78,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-05-24,Express,"Accessory,Accessory,Accessory",122.22
674,1605,68,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-04-22,Express,"Accessory,Accessory",45.53
675,1606,29,Female,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2024-08-16,Express,"Accessory,Impulse Item",43.27
676,1606,29,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-08-30,Overnight,Extended Warranty,28.82
677,1610,57,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-06-18,Standard,,0
678,1611,32,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-05-18,Express,"Impulse Item,Accessory",75.83
679,1611,32,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-06-13,Standard,"Extended Warranty,Impulse Item",22.01
680,1613,33,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2023-11-07,Overnight,Accessory,21.29
681,1616,39,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-10-28,Overnight,"Accessory,Impulse Item",30.99
682,1616,39,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,83,20.75,4,2024-03-07,Standard,"Accessory,Impulse Item,Impulse Item",117.7
683,1616,39,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-04-11,Express,Impulse Item,36.53
684,1616,39,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-04-11,Overnight,Impulse Item,13.4
685,1616,39,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-09-10,Express,"Accessory,Accessory,Accessory",111.47
686,1617,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,2024-04-28,Express,Accessory,44.75
687,1618,25,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2023-11-21,Overnight,"Accessory,Accessory",25.61
688,1618,25,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-01-29,Express,,0
689,1619,64,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-01-22,Overnight,"Impulse Item,Accessory",74.07
690,1621,73,Female,No,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-05-09,Standard,"Accessory,Extended Warranty,Impulse Item",88.68
691,1621,73,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-05-18,Standard,Impulse Item,33.99
692,1622,80,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2023-11-13,Overnight,"Impulse Item,Impulse Item,Impulse Item",81
693,1622,80,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2023-11-19,Overnight,"Impulse Item,Extended Warranty,Extended Warranty",109.04
694,1624,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-08,Overnight,,0
695,1626,20,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2023-12-04,Express,,0
696,1628,58,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-08-07,Express,,0
697,1630,42,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,463.96,463.96,1,2024-05-27,Express,Impulse Item,27.6
698,1631,36,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2024-07-27,Express,"Impulse Item,Impulse Item",52.01
699,1632,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-03-18,Overnight,"Impulse Item,Accessory,Accessory",86.88
700,1632,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-15,Express,,0
701,1633,73,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-12-01,Express,"Extended Warranty,Accessory,Accessory",94.77
702,1633,73,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-07-27,Standard,,0
703,1634,21,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-03-23,Standard,"Impulse Item,Accessory,Accessory",72.97
704,1635,60,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-02-25,Overnight,"Extended Warranty,Accessory,Extended Warranty",72.7
705,1635,60,Female,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-03-10,Standard,"Extended Warranty,Extended Warranty",46.25
706,1636,40,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-08-13,Overnight,,0
707,1636,40,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-08-15,Overnight,"Accessory,Impulse Item,Extended Warranty",58.57
708,1637,27,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-09-29,Overnight,Impulse Item,26.45
709,1637,27,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-05-23,Overnight,,0
710,1638,22,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-07-30,Express,"Accessory,Extended Warranty",23.67
711,1639,20,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,2023-12-31,Express,Accessory,40.33
712,1640,45,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-08-08,Overnight,"Extended Warranty,Extended Warranty",60.39
713,1641,63,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-03-10,Standard,Extended Warranty,26.38
714,1642,28,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-03-11,Express,"Extended Warranty,Impulse Item,Accessory",70.66
715,1643,28,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-04-06,Express,,0
716,1644,44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2023-10-11,Standard,,0
717,1644,44,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-10-28,Overnight,"Accessory,Accessory,Accessory",93.78
718,1644,44,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-02-26,Express,,0
719,1644,44,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-05-27,Standard,Extended Warranty,40.68
720,1644,44,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-06-11,Overnight,"Impulse Item,Accessory",17.35
721,1645,51,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-11-29,Standard,,0
722,1647,54,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2023-10-20,Standard,"Impulse Item,Accessory,Accessory",85.52
723,1649,20,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-06-11,Express,"Extended Warranty,Extended Warranty",41.54
724,1650,50,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-07-16,Express,"Extended Warranty,Accessory",89.39
725,1651,62,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,494.06,247.03,2,2024-01-24,Standard,Impulse Item,22.12
726,1652,18,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-04-12,Standard,Accessory,7.36
727,1654,68,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-08-03,Overnight,"Impulse Item,Impulse Item,Impulse Item",68.59
728,1656,40,Female,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-07-12,Standard,Extended Warranty,42.17
729,1657,59,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-01-30,Express,"Extended Warranty,Impulse Item",49.51
730,1657,59,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-10,Standard,"Accessory,Accessory",54.51
731,1657,59,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-05-14,Overnight,"Impulse Item,Impulse Item",36.8
732,1657,59,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2024-05-22,Express,"Extended Warranty,Accessory,Accessory",60.67
733,1658,43,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-01-11,Standard,,0
734,1660,50,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-11-26,Express,,0
735,1661,19,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-02,Express,,0
736,1661,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2023-11-14,Express,,0
737,1661,19,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-02-19,Overnight,"Impulse Item,Extended Warranty",84.43
738,1662,65,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2023-12-27,Overnight,,0
739,1662,65,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-05-25,Standard,,0
740,1663,60,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-03-16,Overnight,,0
741,1664,73,Female,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2023-11-15,Express,,0
742,1664,73,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-03-15,Overnight,"Extended Warranty,Accessory",53.25
743,1664,73,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-04-17,Standard,Impulse Item,41.36
744,1667,43,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2023-10-31,Overnight,"Accessory,Accessory",84.02
745,1667,43,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-07-16,Express,,0
746,1668,75,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,1729.21,247.03,7,2023-11-20,Express,Extended Warranty,15.14
747,1669,72,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-06-01,Express,"Impulse Item,Impulse Item,Impulse Item",62.25
748,1669,72,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-08-02,Express,"Accessory,Extended Warranty,Accessory",105.35
749,1670,25,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-05-08,Standard,"Impulse Item,Extended Warranty,Extended Warranty",110.07
750,1671,38,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,6329.52,791.19,8,2023-11-01,Overnight,Impulse Item,37.62
751,1671,38,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2023-12-06,Express,"Impulse Item,Extended Warranty,Impulse Item",91.97
752,1671,38,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-07-12,Express,,0
753,1672,48,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2023-10-19,Express,"Accessory,Impulse Item",34.15
754,1672,48,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-01-28,Overnight,Accessory,25.52
755,1672,48,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-05-23,Overnight,,0
756,1673,43,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2023-10-12,Standard,,0
757,1673,43,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-06-14,Express,"Impulse Item,Extended Warranty",45.57
758,1673,43,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-08-18,Overnight,"Accessory,Accessory",52.55
759,1673,43,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-22,Express,"Accessory,Accessory",63.66
760,1674,19,Female,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2023-11-29,Express,Accessory,11.1
761,1674,19,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2024-01-05,Express,Impulse Item,32.98
762,1674,19,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,186.75,20.75,9,2024-05-04,Express,"Accessory,Extended Warranty",32.81
763,1676,44,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-02-27,Overnight,,0
764,1677,78,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-07-08,Standard,Impulse Item,49.9
765,1677,78,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-08-29,Overnight,,0
766,1678,67,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,2023-10-12,Overnight,"Accessory,Accessory",38.33
767,1678,67,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-07-12,Standard,Accessory,32.65
768,1681,74,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-03-25,Express,"Impulse Item,Accessory",64.88
769,1682,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-05-06,Standard,,0
770,1683,36,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2023-11-02,Express,,0
771,1683,36,Male,Yes,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-03-23,Express,,0
772,1683,36,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-08-13,Overnight,,0
773,1684,38,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-01-19,Standard,Extended Warranty,33.11
774,1684,38,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-06-03,Express,"Impulse Item,Impulse Item,Impulse Item",82.92
775,1686,43,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-06-29,Overnight,"Accessory,Accessory,Extended Warranty",87.37
776,1688,68,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-06-30,Standard,Extended Warranty,6.25
777,1689,31,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7911.9,791.19,10,2024-09-05,Standard,Extended Warranty,31.67
778,1690,45,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2023-11-06,Standard,,0
779,1690,45,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-03-05,Standard,Impulse Item,13.79
780,1691,61,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-10-13,Express,,0
781,1691,61,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-03-21,Standard,Impulse Item,31.05
782,1691,61,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-12,Express,"Extended Warranty,Impulse Item",48.07
783,1693,39,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-05-06,Standard,Impulse Item,12.69
784,1693,39,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-06-19,Express,Impulse Item,9.65
785,1694,57,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-04-17,Standard,"Accessory,Extended Warranty",60.57
786,1695,75,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-07-05,Overnight,Extended Warranty,33.58
787,1695,75,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-18,Overnight,,0
788,1696,24,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-08-03,Overnight,Impulse Item,11.52
789,1696,24,Female,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-08-19,Standard,"Accessory,Extended Warranty,Impulse Item",97.3
790,1697,43,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,927.92,463.96,2,2023-10-10,Express,"Extended Warranty,Impulse Item,Impulse Item",90.67
791,1697,43,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2023-11-05,Overnight,"Accessory,Impulse Item,Extended Warranty",74.35
792,1698,42,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-09-21,Overnight,Extended Warranty,16.73
793,1699,52,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-09-28,Express,"Impulse Item,Extended Warranty,Extended Warranty",107.8
794,1699,52,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2023-11-01,Overnight,"Impulse Item,Impulse Item,Accessory",97.23
795,1699,52,Male,Yes,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-12-17,Standard,,0
796,1700,34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-07-01,Standard,,0
797,1701,51,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-11-24,Standard,"Accessory,Accessory,Extended Warranty",101.53
798,1702,66,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-12-17,Standard,"Accessory,Accessory,Impulse Item",52.54
799,1702,66,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-07-11,Standard,,0
800,1703,56,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2023-12-27,Express,"Extended Warranty,Accessory",68.72
801,1704,74,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-07-04,Overnight,Accessory,14.64
802,1705,21,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-11-30,Standard,"Accessory,Impulse Item,Extended Warranty",43.8
803,1706,79,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2023-12-12,Standard,Impulse Item,42.62
804,1706,79,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-03-23,Standard,,0
805,1709,77,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-08-15,Express,"Extended Warranty,Impulse Item",29.73
806,1710,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2023-11-27,Express,,0
807,1711,67,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-01-17,Overnight,Impulse Item,34.96
808,1711,67,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,41.5,20.75,2,2024-06-28,Overnight,"Extended Warranty,Extended Warranty",29.38
809,1711,67,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-07-31,Overnight,Accessory,33
810,1712,61,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-04-09,Overnight,"Accessory,Accessory,Impulse Item",126.64
811,1713,47,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-03-28,Standard,"Accessory,Impulse Item",50.63
812,1713,47,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166,20.75,8,2024-07-27,Express,"Accessory,Accessory",82.46
813,1714,61,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-06-10,Overnight,"Impulse Item,Accessory",61.8
814,1715,76,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2024-02-04,Standard,"Extended Warranty,Impulse Item",28.85
815,1718,73,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-01,Express,,0
816,1718,73,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2023-10-10,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",77.41
817,1718,73,Male,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-04-07,Standard,"Accessory,Extended Warranty,Extended Warranty",82.66
818,1719,55,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,83,20.75,4,2024-04-26,Standard,,0
819,1720,61,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-06-17,Express,,0
820,1721,25,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-03-10,Standard,"Extended Warranty,Impulse Item",73.88
821,1721,25,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,2024-07-03,Overnight,"Impulse Item,Accessory",68.36
822,1723,33,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,2023-10-29,Overnight,"Accessory,Accessory,Impulse Item",44.83
